descricao_projeto,tipo_projeto,departamento,duracao_meses,orcamento,complexidade,recursos_disponiveis,metodologia,risco,entregas,tamanho_equipe,data_inicio,sucesso
Implementação de CRM,Software,Operações,26,168817.68,Alta,1,Kanban,Baixo,4,2,2022-11-11,0
Construção de dashboard de vendas,Marketing,TI,7,313131.25,Média,1,XP,Médio,4,26,2021-02-27,0
Implementação de CRM,Infraestrutura,RH,29,260212.92,Média,1,XP,Alto,5,20,2023-11-16,0
Automatização de processos,Construção,RH,33,410861.9,Alta,1,Kanban,Médio,1,25,2023-05-31,0
Automatização de processos,Construção,TI,24,775272.65,Alta,1,Scrum,Baixo,7,21,2022-03-23,0
Integração de sistemas,Marketing,TI,25,728022.7,Baixa,2,XP,Baixo,3,1,2021-03-07,1
Migração de banco de dados,Infraestrutura,Financeiro,31,679397.71,Média,1,XP,Alto,10,28,2024-07-01,1
Análise de dados financeiros,Pesquisa,RH,29,55971.27,Média,1,Waterfall,Médio,10,38,2023-12-04,0
Campanha de marketing digital,Marketing,TI,5,185036.15,Alta,2,Kanban,Alto,8,13,2024-01-26,0
Análise de dados financeiros,Construção,RH,11,262132.67,Alta,0,XP,Médio,9,30,2023-10-09,0
Treinamento de equipe,Software,TI,32,308358.05,Média,2,Kanban,Alto,8,10,2021-08-15,0
Campanha de marketing digital,Infraestrutura,Marketing,8,189105.21,Média,1,Waterfall,Alto,2,22,2023-02-13,0
Automatização de processos,Pesquisa,Financeiro,20,439799.77,Baixa,1,Kanban,Médio,7,29,2022-11-10,1
Análise de dados financeiros,Software,TI,34,121421.56,Média,2,Kanban,Médio,4,5,2024-12-30,0
Pesquisa de satisfação do cliente,Infraestrutura,Operações,8,762521.08,Média,2,Waterfall,Médio,5,8,2022-08-24,0
Migração de banco de dados,Marketing,TI,2,798334.75,Média,1,XP,Baixo,10,11,2022-01-14,0
Análise de dados financeiros,Marketing,Marketing,21,595553.36,Média,1,Kanban,Baixo,5,26,2024-04-16,1
Migração de banco de dados,Infraestrutura,Operações,15,135219.63,Média,1,Scrum,Baixo,9,19,2024-12-21,0
Implementação de CRM,Pesquisa,Operações,6,895579.01,Alta,0,XP,Baixo,2,19,2022-12-10,0
Treinamento de equipe,Infraestrutura,TI,5,967354.04,Baixa,2,Waterfall,Baixo,2,30,2021-11-03,1
Migração de banco de dados,Software,Marketing,3,242245.38,Média,0,Agile,Médio,3,36,2023-02-18,0
Implementação de CRM,Software,Operações,16,719407.83,Média,1,Scrum,Alto,5,9,2022-05-19,0
Construção de dashboard de vendas,Marketing,Financeiro,35,849841.7,Média,2,XP,Médio,4,7,2021-09-25,1
Implementação de CRM,Infraestrutura,Financeiro,9,562851.35,Média,2,Waterfall,Médio,10,18,2021-01-08,0
Treinamento de equipe,Marketing,RH,35,357156.94,Baixa,1,Scrum,Baixo,10,9,2022-05-23,1
Integração de sistemas,Pesquisa,RH,19,504630.78,Baixa,2,XP,Baixo,9,6,2022-04-21,1
Construção de dashboard de vendas,Software,Marketing,34,536655.31,Baixa,1,Agile,Médio,3,6,2024-08-13,1
Automatização de processos,Construção,Operações,10,430605.19,Baixa,2,XP,Alto,1,22,2021-06-13,1
Desenvolvimento de aplicativo móvel,Construção,Financeiro,10,933350.37,Média,1,Agile,Baixo,5,17,2022-04-30,1
Implementação de CRM,Infraestrutura,Financeiro,20,756688.96,Baixa,2,Agile,Médio,8,15,2024-01-01,1
Implementação de CRM,Infraestrutura,Marketing,1,279236.56,Média,0,Kanban,Médio,1,9,2022-07-21,0
Migração de banco de dados,Construção,Operações,6,606279.33,Baixa,1,Waterfall,Baixo,1,6,2023-06-24,0
Automatização de processos,Infraestrutura,Marketing,2,704254.69,Média,1,Kanban,Baixo,6,23,2022-07-13,0
Análise de dados financeiros,Software,TI,33,183148.6,Média,2,Agile,Médio,7,17,2021-08-26,0
Pesquisa de satisfação do cliente,Pesquisa,Financeiro,3,390504.46,Média,2,Waterfall,Médio,8,32,2024-02-02,0
Campanha de marketing digital,Pesquisa,Marketing,36,910270.87,Média,1,Waterfall,Baixo,8,32,2024-05-18,1
Implementação de CRM,Marketing,Marketing,13,588814.45,Alta,0,Waterfall,Baixo,3,37,2022-07-08,0
Análise de dados financeiros,Software,TI,35,256147.86,Baixa,1,Scrum,Médio,4,3,2023-04-08,0
Pesquisa de satisfação do cliente,Infraestrutura,RH,15,166645.56,Média,1,XP,Baixo,9,16,2022-04-13,0
Campanha de marketing digital,Infraestrutura,Financeiro,22,542315.55,Média,1,Agile,Alto,5,2,2024-07-15,0
Desenvolvimento de aplicativo móvel,Marketing,Marketing,4,570301.44,Baixa,1,Waterfall,Baixo,9,3,2022-01-21,0
Migração de banco de dados,Marketing,Financeiro,17,367693.73,Média,1,Scrum,Baixo,5,14,2023-02-14,0
Análise de dados financeiros,Infraestrutura,RH,5,648895.23,Baixa,1,Scrum,Baixo,5,14,2023-04-28,0
Migração de banco de dados,Infraestrutura,Marketing,21,115250.45,Alta,2,Agile,Alto,9,30,2022-01-22,0
Campanha de marketing digital,Software,TI,24,187882.71,Baixa,1,Kanban,Médio,6,40,2023-05-27,1
Integração de sistemas,Marketing,Financeiro,31,568960.13,Baixa,1,Scrum,Alto,3,27,2021-09-16,1
Implementação de CRM,Software,TI,30,108724.91,Média,1,Agile,Médio,5,17,2021-10-10,0
Construção de dashboard de vendas,Infraestrutura,RH,7,886863.33,Média,1,Scrum,Alto,1,39,2021-02-09,1
Pesquisa de satisfação do cliente,Construção,RH,7,185039.05,Média,1,Agile,Alto,9,9,2022-05-01,0
Automatização de processos,Construção,Financeiro,27,690223.88,Baixa,1,Waterfall,Baixo,10,36,2023-07-18,1
Treinamento de equipe,Infraestrutura,RH,24,421643.27,Alta,0,Kanban,Alto,10,10,2021-08-08,0
Implementação de CRM,Marketing,Operações,19,429798.36,Alta,1,Scrum,Alto,7,29,2024-02-27,0
Construção de dashboard de vendas,Construção,Financeiro,34,776645.05,Média,1,Scrum,Alto,1,4,2023-10-12,1
Treinamento de equipe,Marketing,Operações,22,524489.03,Média,0,Scrum,Alto,4,21,2023-10-21,0
Análise de dados financeiros,Construção,RH,27,739372.69,Média,1,XP,Médio,2,37,2022-09-05,1
Treinamento de equipe,Marketing,Financeiro,6,529931.67,Baixa,1,XP,Alto,3,2,2023-07-17,0
Desenvolvimento de aplicativo móvel,Construção,Operações,10,613260.07,Média,0,Waterfall,Médio,4,15,2022-11-19,0
Implementação de CRM,Marketing,RH,31,772678.9,Baixa,0,Scrum,Médio,2,28,2022-09-05,1
Migração de banco de dados,Software,Marketing,25,626943.31,Alta,1,Kanban,Baixo,10,25,2021-09-17,0
Integração de sistemas,Marketing,Marketing,2,634834.35,Baixa,2,XP,Médio,1,26,2023-09-17,1
Automatização de processos,Software,TI,10,799758.61,Média,2,Agile,Médio,4,9,2023-08-24,1
Migração de banco de dados,Software,Marketing,10,951632.48,Baixa,0,Agile,Médio,9,30,2022-01-01,1
Construção de dashboard de vendas,Infraestrutura,Operações,26,407880.35,Média,0,Agile,Alto,9,9,2022-06-28,0
Implementação de CRM,Software,Marketing,5,598261.3,Baixa,0,Waterfall,Médio,9,1,2022-10-11,0
Integração de sistemas,Pesquisa,Financeiro,22,131959.5,Média,1,Scrum,Médio,3,12,2023-03-25,0
Treinamento de equipe,Software,Financeiro,4,390863.69,Baixa,1,Scrum,Baixo,1,13,2023-11-06,0
Implementação de CRM,Marketing,Financeiro,34,441446.76,Alta,1,XP,Baixo,1,14,2024-02-27,0
Treinamento de equipe,Software,Marketing,7,843475.45,Alta,2,Agile,Médio,3,10,2022-07-29,0
Análise de dados financeiros,Marketing,Marketing,17,537722.78,Média,1,Waterfall,Médio,10,17,2024-02-07,0
Desenvolvimento de aplicativo móvel,Marketing,TI,11,744513.05,Baixa,2,Kanban,Baixo,8,17,2023-10-10,1
Campanha de marketing digital,Pesquisa,RH,8,68057.03,Baixa,0,Scrum,Baixo,4,31,2022-11-01,0
Implementação de CRM,Software,TI,28,491268.04,Alta,0,Scrum,Baixo,8,26,2021-09-26,0
Construção de dashboard de vendas,Software,Operações,33,906251.78,Baixa,1,Waterfall,Médio,7,35,2024-03-31,1
Treinamento de equipe,Construção,Financeiro,25,263098.21,Baixa,0,XP,Médio,8,36,2024-07-07,1
Migração de banco de dados,Construção,Marketing,21,79946.08,Média,2,Waterfall,Baixo,2,11,2023-07-13,0
Análise de dados financeiros,Infraestrutura,RH,12,461738.3,Baixa,1,XP,Médio,8,16,2024-01-31,0
Construção de dashboard de vendas,Marketing,RH,26,719210.23,Baixa,1,Scrum,Baixo,9,29,2021-09-04,1
Automatização de processos,Pesquisa,Marketing,29,481740.33,Média,1,XP,Médio,10,18,2021-05-11,0
Campanha de marketing digital,Construção,TI,35,486979.4,Média,1,XP,Baixo,6,11,2021-12-19,0
Análise de dados financeiros,Software,RH,29,686314.79,Baixa,0,XP,Alto,3,11,2021-07-15,1
Desenvolvimento de aplicativo móvel,Infraestrutura,TI,24,291669.37,Média,1,XP,Baixo,7,9,2023-07-19,0
Campanha de marketing digital,Pesquisa,Marketing,15,764295.3,Média,1,Agile,Médio,9,25,2024-11-06,1
Treinamento de equipe,Software,TI,6,195457.85,Média,2,Agile,Médio,8,32,2023-10-19,0
Construção de dashboard de vendas,Software,Financeiro,32,425963.08,Baixa,1,Agile,Baixo,8,34,2022-10-07,1
Automatização de processos,Marketing,Marketing,34,673207.7,Média,1,Agile,Baixo,7,3,2021-08-15,1
Pesquisa de satisfação do cliente,Marketing,Marketing,36,836950.56,Média,0,Waterfall,Baixo,5,14,2022-12-02,1
Desenvolvimento de aplicativo móvel,Construção,RH,20,801954.52,Média,2,Kanban,Alto,2,40,2021-09-22,1
Integração de sistemas,Construção,RH,12,735601.32,Baixa,0,XP,Baixo,5,25,2024-10-27,1
Treinamento de equipe,Software,RH,35,391141.56,Baixa,2,Waterfall,Médio,5,16,2024-12-28,1
Pesquisa de satisfação do cliente,Software,Financeiro,17,166189.1,Alta,1,Agile,Médio,2,36,2022-10-08,0
Implementação de CRM,Construção,Financeiro,27,255992.51,Média,0,XP,Baixo,10,9,2021-07-30,0
Automatização de processos,Construção,Operações,17,871592.12,Média,1,Kanban,Baixo,1,4,2024-11-01,1
Migração de banco de dados,Software,Marketing,11,864464.8,Alta,2,XP,Alto,5,2,2024-11-19,0
Integração de sistemas,Pesquisa,RH,2,953982.81,Média,1,Scrum,Baixo,6,25,2023-08-01,1
Construção de dashboard de vendas,Software,Marketing,2,122189.22,Média,1,Scrum,Baixo,7,22,2024-10-19,0
Automatização de processos,Pesquisa,TI,29,559968.63,Baixa,0,Waterfall,Médio,2,5,2022-04-02,1
Campanha de marketing digital,Pesquisa,Financeiro,24,666248.89,Alta,1,Kanban,Baixo,6,21,2022-12-26,0
Análise de dados financeiros,Software,Operações,24,725124.51,Média,0,Waterfall,Médio,8,10,2024-06-03,0
Campanha de marketing digital,Infraestrutura,TI,16,661670.07,Média,2,XP,Baixo,6,23,2023-09-09,1
Campanha de marketing digital,Construção,Marketing,31,781510.82,Média,2,Kanban,Alto,3,27,2024-02-29,1
Implementação de CRM,Marketing,Financeiro,9,391498.0,Alta,2,Waterfall,Médio,3,30,2022-08-11,0
Desenvolvimento de aplicativo móvel,Software,RH,27,220461.13,Média,0,XP,Alto,7,4,2022-04-21,0
Migração de banco de dados,Pesquisa,TI,14,244354.2,Baixa,1,Agile,Baixo,2,6,2023-09-13,0
Integração de sistemas,Software,Financeiro,25,61379.75,Média,0,XP,Baixo,3,26,2024-07-24,0
Desenvolvimento de aplicativo móvel,Construção,Marketing,22,382805.78,Média,1,Waterfall,Alto,7,10,2021-06-05,0
Automatização de processos,Pesquisa,Marketing,35,137156.85,Baixa,2,Kanban,Baixo,9,5,2024-05-26,0
Campanha de marketing digital,Marketing,TI,33,355414.26,Alta,1,Kanban,Médio,1,39,2021-07-09,0
Implementação de CRM,Marketing,TI,27,646799.57,Baixa,2,Agile,Baixo,5,37,2024-12-11,1
Automatização de processos,Marketing,TI,26,899754.15,Média,2,Waterfall,Alto,2,40,2023-09-08,1
Análise de dados financeiros,Infraestrutura,Operações,19,847625.18,Média,1,Agile,Baixo,5,1,2022-06-30,0
Migração de banco de dados,Pesquisa,RH,26,290040.5,Média,1,Scrum,Médio,6,34,2021-02-10,0
Integração de sistemas,Pesquisa,Financeiro,6,177378.99,Média,0,XP,Médio,8,8,2021-11-03,0
Análise de dados financeiros,Infraestrutura,Marketing,3,233418.66,Alta,1,Scrum,Baixo,7,21,2023-08-01,0
Implementação de CRM,Pesquisa,Marketing,6,972437.32,Média,1,Scrum,Baixo,5,31,2021-12-04,1
Migração de banco de dados,Infraestrutura,RH,28,572000.76,Baixa,2,Agile,Alto,5,23,2024-08-30,1
Automatização de processos,Software,TI,3,223377.11,Média,1,Agile,Médio,2,11,2024-01-04,0
Campanha de marketing digital,Construção,TI,13,848708.85,Baixa,1,XP,Médio,6,16,2023-08-11,1
Campanha de marketing digital,Marketing,Marketing,13,425431.68,Baixa,2,Agile,Médio,3,27,2021-10-06,1
Treinamento de equipe,Infraestrutura,RH,13,904261.04,Baixa,2,Agile,Baixo,6,7,2024-04-14,1
Campanha de marketing digital,Infraestrutura,Marketing,1,297643.27,Baixa,2,Agile,Médio,3,24,2023-06-15,0
Pesquisa de satisfação do cliente,Infraestrutura,TI,31,423560.67,Média,1,Agile,Médio,2,32,2021-09-30,1
Campanha de marketing digital,Software,Financeiro,17,529700.37,Média,1,Agile,Médio,8,35,2023-04-17,1
Pesquisa de satisfação do cliente,Infraestrutura,TI,9,897984.57,Baixa,1,Scrum,Baixo,4,31,2022-09-12,1
Construção de dashboard de vendas,Construção,Financeiro,13,875319.56,Média,1,Scrum,Alto,5,29,2023-05-12,1
Pesquisa de satisfação do cliente,Construção,Operações,14,595637.32,Baixa,0,XP,Baixo,9,4,2023-07-20,0
Migração de banco de dados,Marketing,RH,11,260686.73,Alta,1,Kanban,Baixo,4,35,2021-10-16,0
Análise de dados financeiros,Software,Operações,25,433189.12,Média,2,XP,Alto,1,11,2022-12-25,0
Migração de banco de dados,Construção,TI,31,976851.41,Baixa,1,Waterfall,Médio,6,34,2023-06-12,1
Análise de dados financeiros,Pesquisa,RH,14,627384.56,Alta,1,XP,Baixo,5,39,2021-09-29,0
Treinamento de equipe,Pesquisa,TI,7,792042.87,Média,0,XP,Médio,10,15,2023-12-26,0
Construção de dashboard de vendas,Pesquisa,RH,24,477371.46,Média,0,Agile,Médio,3,14,2022-04-28,0
Análise de dados financeiros,Infraestrutura,RH,36,555406.91,Baixa,1,Agile,Baixo,5,21,2023-07-25,1
Análise de dados financeiros,Infraestrutura,TI,3,457506.41,Média,1,Agile,Médio,8,7,2021-09-05,0
Implementação de CRM,Pesquisa,TI,26,717774.95,Média,2,Kanban,Baixo,1,17,2021-06-05,1
Desenvolvimento de aplicativo móvel,Marketing,RH,26,858897.46,Baixa,1,Agile,Baixo,4,18,2023-12-07,1
Desenvolvimento de aplicativo móvel,Marketing,RH,1,531995.37,Baixa,1,Waterfall,Baixo,3,14,2022-03-30,0
Implementação de CRM,Infraestrutura,TI,15,506824.09,Média,1,Scrum,Médio,4,38,2021-07-20,1
Campanha de marketing digital,Pesquisa,TI,11,373272.14,Baixa,1,Waterfall,Baixo,2,29,2021-05-04,0
Implementação de CRM,Marketing,Marketing,7,218241.86,Baixa,2,Kanban,Alto,2,10,2021-01-01,0
Análise de dados financeiros,Infraestrutura,Marketing,12,942285.34,Média,1,Agile,Médio,2,17,2023-08-26,1
Análise de dados financeiros,Pesquisa,Marketing,3,350275.73,Alta,1,XP,Baixo,3,32,2023-05-05,0
Implementação de CRM,Software,Operações,26,810656.89,Baixa,1,Scrum,Médio,9,20,2022-10-02,1
Implementação de CRM,Pesquisa,RH,30,729579.67,Baixa,2,Kanban,Alto,5,17,2021-07-10,1
Campanha de marketing digital,Pesquisa,Financeiro,32,801371.72,Alta,1,Waterfall,Médio,4,7,2022-05-31,0
Migração de banco de dados,Construção,Operações,36,939929.73,Baixa,1,Agile,Baixo,4,39,2022-03-18,1
Construção de dashboard de vendas,Construção,RH,18,642202.22,Média,0,Kanban,Baixo,3,30,2021-05-23,0
Automatização de processos,Software,Financeiro,1,903052.83,Alta,2,Kanban,Alto,9,38,2024-04-29,1
Análise de dados financeiros,Software,Marketing,21,209312.46,Alta,2,XP,Baixo,10,40,2022-06-17,0
Construção de dashboard de vendas,Pesquisa,Financeiro,28,645376.95,Baixa,0,XP,Baixo,1,10,2021-08-15,1
Implementação de CRM,Marketing,TI,16,783661.83,Média,2,XP,Médio,6,32,2024-08-29,1
Campanha de marketing digital,Software,TI,28,308059.07,Baixa,1,Waterfall,Baixo,4,26,2023-08-07,1
Pesquisa de satisfação do cliente,Pesquisa,RH,22,753716.11,Alta,1,XP,Alto,8,17,2024-08-18,0
Campanha de marketing digital,Infraestrutura,Operações,19,789552.99,Alta,0,Kanban,Alto,7,1,2022-04-05,0
Integração de sistemas,Construção,Marketing,1,839628.56,Baixa,2,Kanban,Médio,3,39,2024-11-25,1
Integração de sistemas,Marketing,RH,31,347238.77,Média,0,Kanban,Alto,5,26,2022-07-05,0
Construção de dashboard de vendas,Pesquisa,Marketing,34,697526.26,Alta,2,Scrum,Médio,4,30,2022-01-28,1
Desenvolvimento de aplicativo móvel,Infraestrutura,TI,6,339040.62,Baixa,0,Scrum,Médio,4,9,2023-04-25,0
Integração de sistemas,Construção,Operações,28,752088.37,Baixa,2,Waterfall,Médio,10,33,2024-05-15,1
Integração de sistemas,Infraestrutura,Operações,3,489824.98,Baixa,0,XP,Baixo,8,26,2021-07-29,0
Migração de banco de dados,Pesquisa,TI,31,617667.16,Média,1,Kanban,Alto,9,10,2024-02-13,1
Pesquisa de satisfação do cliente,Software,Financeiro,16,445047.98,Alta,1,XP,Alto,4,32,2022-10-08,0
Migração de banco de dados,Construção,Operações,17,203883.78,Alta,0,Kanban,Alto,2,39,2024-06-28,0
Pesquisa de satisfação do cliente,Infraestrutura,Financeiro,27,219128.05,Baixa,1,Scrum,Médio,1,33,2021-08-07,1
Treinamento de equipe,Software,Marketing,24,123690.46,Baixa,1,Kanban,Médio,10,27,2022-02-11,0
Automatização de processos,Marketing,Operações,20,637169.05,Média,2,Waterfall,Baixo,4,29,2024-10-09,1
Análise de dados financeiros,Pesquisa,TI,32,856206.48,Média,1,Agile,Baixo,8,19,2023-06-07,1
Integração de sistemas,Pesquisa,Financeiro,35,69794.98,Média,1,Kanban,Baixo,5,18,2022-07-12,0
Análise de dados financeiros,Construção,Marketing,13,112927.53,Média,1,Waterfall,Baixo,2,35,2022-07-04,0
Integração de sistemas,Infraestrutura,Marketing,20,484593.64,Média,1,Scrum,Médio,4,28,2021-05-22,0
Migração de banco de dados,Marketing,Operações,2,750834.7,Baixa,0,Scrum,Médio,4,38,2022-09-04,1
Automatização de processos,Construção,Operações,4,199822.26,Média,2,Agile,Baixo,10,10,2022-05-16,0
Migração de banco de dados,Construção,RH,27,308068.75,Alta,1,XP,Médio,5,3,2023-04-20,0
Migração de banco de dados,Infraestrutura,RH,25,270405.89,Baixa,2,XP,Baixo,2,29,2022-12-03,1
Pesquisa de satisfação do cliente,Marketing,Operações,4,429098.66,Média,1,Kanban,Médio,7,16,2022-08-19,0
Desenvolvimento de aplicativo móvel,Infraestrutura,RH,32,263748.74,Baixa,2,Scrum,Alto,5,36,2021-10-08,1
Campanha de marketing digital,Pesquisa,TI,17,384968.74,Média,0,Waterfall,Médio,4,1,2022-02-28,0
Construção de dashboard de vendas,Software,TI,1,742115.47,Média,0,Agile,Baixo,8,18,2023-05-06,0
Análise de dados financeiros,Pesquisa,RH,33,630458.79,Média,1,XP,Médio,2,4,2021-09-27,1
Treinamento de equipe,Pesquisa,Operações,30,127122.62,Alta,2,Kanban,Médio,1,5,2021-06-03,0
Integração de sistemas,Construção,TI,5,655858.38,Média,1,Kanban,Médio,6,21,2022-09-06,0
Migração de banco de dados,Pesquisa,Marketing,12,503223.31,Média,0,Scrum,Alto,10,4,2022-10-24,0
Desenvolvimento de aplicativo móvel,Marketing,Operações,32,937837.3,Baixa,1,Waterfall,Baixo,10,20,2021-03-24,1
Migração de banco de dados,Pesquisa,Financeiro,17,324839.1,Média,2,Waterfall,Baixo,8,19,2023-08-05,0
Automatização de processos,Marketing,Financeiro,32,739858.1,Baixa,0,XP,Baixo,7,35,2023-06-18,1
Pesquisa de satisfação do cliente,Infraestrutura,Operações,24,744317.78,Alta,0,Kanban,Médio,9,24,2024-12-20,0
Treinamento de equipe,Construção,RH,12,260425.74,Baixa,2,Scrum,Médio,1,20,2024-07-22,0
Campanha de marketing digital,Marketing,TI,31,908062.44,Baixa,2,Waterfall,Baixo,3,28,2021-10-11,1
Automatização de processos,Pesquisa,TI,19,516624.04,Baixa,2,Kanban,Baixo,9,38,2023-09-07,1
Implementação de CRM,Construção,Operações,29,694939.2,Alta,2,Waterfall,Médio,5,24,2021-06-22,1
Treinamento de equipe,Construção,Marketing,21,188562.78,Média,0,Agile,Alto,6,20,2024-09-12,0
Migração de banco de dados,Marketing,RH,26,294913.72,Baixa,1,Waterfall,Baixo,7,24,2023-12-23,1
Automatização de processos,Marketing,Marketing,28,606801.76,Baixa,1,Waterfall,Baixo,3,6,2024-01-02,1
Campanha de marketing digital,Software,Operações,17,353075.9,Média,2,Kanban,Médio,7,38,2023-02-02,0
Desenvolvimento de aplicativo móvel,Software,Operações,9,524708.27,Baixa,2,Waterfall,Baixo,3,25,2024-10-30,1
Desenvolvimento de aplicativo móvel,Construção,Marketing,21,405304.94,Média,2,Waterfall,Médio,6,32,2022-09-25,1
Análise de dados financeiros,Software,Financeiro,34,658526.11,Baixa,1,Agile,Médio,8,17,2023-02-26,1
Campanha de marketing digital,Pesquisa,Operações,11,512788.09,Média,0,Waterfall,Médio,7,17,2023-08-01,0
Desenvolvimento de aplicativo móvel,Infraestrutura,RH,20,54379.44,Baixa,1,Waterfall,Alto,5,5,2023-10-09,0
Automatização de processos,Construção,Marketing,16,667196.8,Média,1,Kanban,Baixo,6,17,2022-02-02,0
Análise de dados financeiros,Infraestrutura,Financeiro,29,451015.48,Média,1,Scrum,Alto,4,9,2024-02-18,0
Desenvolvimento de aplicativo móvel,Software,Marketing,1,374613.42,Baixa,2,Agile,Alto,2,20,2023-07-23,0
Treinamento de equipe,Marketing,Financeiro,18,139439.41,Média,1,Waterfall,Baixo,7,2,2022-11-07,0
Pesquisa de satisfação do cliente,Construção,Financeiro,22,259351.21,Média,0,Scrum,Baixo,4,19,2023-07-25,0
